id_operacion,id_tipo,id_unidad_resp,id_zona,nombre_operacion,fecha_inicio,fecha_fin,efectivos_desplegados,vehiculos_utilizados,duracion_dias,costo_operacion,resultado,detenidos,area_km2,incidentes,observaciones
1153,1,48,1,Operación Libertad 2023-220,2023-04-05,"abril 21, 2023",(150 efectivos),  8  ,aprox 16,122114 bolivianos,FALLIDA,1 det.,500 km2,uno,Decomiso de sustancias controladas en zona operativa
1154,4,11,14,OPERACIÓN PROTECCIÓN CIVIL 2025,7-feb-2025,03-02-2025,,,,,,,,,
1155,3,41,11,Op Barrera - 2022/160,10-04-2022,10-17-2022,  150  ,25 vehículos,aprox. 13 días,Bs 21.122,Operación concluida,N/D,800 Km2,  1  ,Operativo en 'ruta del contrabando'
1156,2,34,14,Frontera—2023,21/ENE/2023,2023/02/07,aprox. 80 efectivos,5,17,BS 16858,satisfactorio,1 det.,500 km2,aprox. 8,"Se detectó movimiento sospechoso
en zona limítrofe"
1157,3,39,14,Operación Filtro 2023,10-29-2023,28-nov-2023,aprox 50,20 vehículos,+30,"Bs.- 85,412.00",Negativo,5,50 km2,aprox. 1,"Decomiso de
vehículos sin documentación"
1158,2,41,6,Frontera—2025,19-dic-2025,20251231,~100,aprox. 8,12,"110,034.07 Bs",EXITOSA,ninguno,~500 km²,  2  ,Control de 'puntos ciegos' en la frontera
1159,5,22,7,Operación Fénix 2021-106,2021-10-04,20211117,+300,15.,~44,Bs 230.597,exitosa,Sin detenidos,1000 km2,1 incidentes,"Contención de incendio forestal
en zona protegida"
1160,3,31,23,Op. Aduana #162,20241019,11-11-2024,aprox. 250 efectivos,30,23.,"71,119.30 Bs",SIN RESULTADOS,tres,300 KM2,2 incidentes,"  Decomiso de
vehículos sin documentación  "
1161,2,31,6,Op.Frontera/2023,30/07/2023,"agosto 24, 2023",aprox. 100 efectivos,28,25 días,25052,incompleta,-,250 km²,aprox. 1,Patrullaje de rutina sin novedades
1162,3,41,22,Operación Cerco 2022,02-23-2022,2022-02-24,aprox. 100 efectivos,5.,aprox. 1 días,"72,061.53 Bs",POSITIVO,8,800 km2,uno,
1163,7,44,23,Op.Wiphala/2024,2024/11/22,26/NOV/2024,~500,(13 vehículos),+4,"$us 15,390.12",sin resultados,Ninguno,aprox. 500 km²,aprox. 1,Entrenamiento de supervivencia en selva
1164,1,45,16,Centinela (abril 2021),2021/03/27,2021/04/12,250,29,16,117855,POSITIVO,3 personas,  100 km2  ,Ninguno,"Operación coordinada con
FELCN y Policía Nacional"
1165,2,32,4,Operación Guardián 2021,11/05/2021,"junio 7, 2021",100 efectivos,aprox. 7,27,146185,Favorable,Ninguno,  1000 km2  ,UNO,Relevo de personal en posiciones avanzadas
1166,3,41,11,Operación Interceptor 2022,2022/09/21,17/OCT/2022,120,SEIS,26.,"Bs.132,518",EN PROCESO,n/a,500 KM2,(8),
1167,2,32,4,Operación Defensa 2025,2025/03/06,20/03/2025,(250 efectivos),VEINTICINCO,aprox 14,116559.58,favorable,Sin detenidos,50.0,aprox. 3,S/N
1168,5,10,18,Sofocación (octubre 2023),2023-05-08,11/MAY/2023,(100 efectivos),~11,aprox. 3,462667 bolivianos,Completada,,1000,SIN INCIDENTES,Coordinación con 'bomberos forestales' y voluntarios
1169,2,41,22,Patrulla—2024,"julio 12, 2024",07-18-2024,200,7,(6 días),BS 103882,positivo,aprox. 15,500,  3  ,"Se detectó movimiento sospechoso
en zona limítrofe"
1170,6,40,5,Mano Amiga (agosto 2025),6-jul-2025,27/07/2025,veinte,aprox. 12,  21  ,"Bs.46,766",POSITIVO,0 personas,10,0 incidentes,"Jornada médica y dental
para comunidades rurales"
1171,2,34,9,Operación Soberanía 2023-209,10/ENE/2023,13-01-2023,~100,~10,aprox. 3,BS 88507,OBJETIVO CUMPLIDO,2 detenidos,  800 km2  ,aprox. 3,Relevo de personal en posiciones avanzadas
1172,1,47,16,Op Patria - 2022/221,06-25-2022,2022/07/04,aprox 300,aprox. 27,+9,92643.99,en curso,n/a,800 Km2,(3),"Zona de difícil acceso, se requirió apoyo aéreo"
1173,2,34,24,"Op. ""Vigilancia"" #210",2025-12-22,20251231,120.,aprox. 25,9 días,"61,869.83 Bs",completada,5 detenidos,100 Km2,(1),"Se detectó movimiento sospechoso
en zona limítrofe"
1174,4,13,22,Esperanza (abril 2024),2024/03/25,3-may-2024,  100  ,DIECINUEVE,39,392852,-,Ninguno,1000.0,aprox. 3,Distribución de ayuda humanitaria
1175,3,34,14,OPERACIÓN INTERCEPTOR 2023,2023-12-03,17/12/2023,150,aprox. 8,catorce,"Bs. 43,301.14",finalizada,aprox. 8,150 km2,-,"Decomiso de
vehículos sin documentación"
1176,3,39,14,OPERACIÓN CANDADO 2023,11-07-2023,21/11/2023,aprox 150,11,CATORCE,"Bs 133.082,33",Sin resultados concretos,3,200,aprox. 2,Mercadería retenida para verificación
1177,3,34,21,Filtro (enero 2021),06/01/2021,29-ene-2021,Sin Dato,aprox 7,Sin Dato,"Bs. 146,087.33",Exitoso,Sin Dato,~500 km²,  1  ,Coordinación con Aduana Nacional
1178,3,39,4,Op. Aduana #168,7/MAY/2024,13/05/2024,~50,20 vehículos,SEIS,BS 51311,no reportado,0,250 km2,2 inc.,
1179,4,22,14,Op.Protección Civil/2025,2025/02/02,2025-03-13,quinientos,38,aprox. 39,69969 bolivianos,Aceptable,sin detenidos,1000 Km2,1 incidentes,"Evacuación de familias afectadas
por crecida de ríos"
1180,1,45,2,Operación 'Tormenta',02/06/2022,28-jun-2022,aprox 50,23 vehículos,26,"$us 14,174.54",EN PROCESO,  2  ,1000 km2,0,Operación nocturna — visibilidad reducida
1181,1,45,8,Op. Patria #223,17-07-2024,07/08/2024,aprox. 120,7 vehículos,(21 días),"Bs 56.648,06",bueno,1 personas,aprox. 300,aprox. 5,"Incautación de precursores
químicos en laboratorio"
1182,5,11,22,Bombero (noviembre 2025),07-15-2025,27/JUL/2025,aprox. 100 efectivos,(34 vehículos),12 días,"Bs. 128,483.27",Muy bueno,sin detenidos,200 Km2,sin incidentes,"Helicópteros utilizados para
monitoreo aéreo del fuego"
1183,4,10,17,Operación Refugio 2021,29-abr-2021,04/05/2021,+400,N/D,aprox. 5,"Bs.- 189,150.97",finalizada,Sin detenidos,200 km²,N/D,
1184,1,48,16,Op.Centinela/2023,"mayo 16, 2023",18/05/2023,250,  25  ,aprox 2,"100,843.86 Bs",COMPLETADA,3,250 Km2,N/A,"Zona de difícil acceso, se requirió apoyo aéreo"
1185,2,28,9,Op. Protección #211,"abril 18, 2023",01-05-2023,aprox. 300,+15,(13 días),Bs 139.141,en curso,tres,~300 km²,  1  ,"Se detectó movimiento sospechoso
en zona limítrofe"
1186,3,41,14,Muralla (julio 2025),16/12/2025,20251231,50,  22  ,15,"Bs 114.264,85",finalizada,2,100,n/a,Operativo en 'ruta del contrabando'
1187,2,41,4,Op. Vigilancia #212,05/08/2021,2021-08-15,80,  18  ,aprox 10,29761.37,parcial,15,100 km2,0,    
1188,4,12,14,  Emergencia 2021  ,2021/01/17,2021/01/25,aprox. 100 efectivos,  42  ,OCHO,215342.61,objetivo cumplido,NINGUNO,100 km2,,"Evacuación de familias afectadas
por crecida de ríos"
1189,2,41,23,Op. Protección #213,2022/12/29,31-12-2022,120,aprox. 6,2.,"Bs.61,508",sin dato,1,250,0 incidentes,"Se detectó movimiento sospechoso
en zona limítrofe"
1190,7,40,4,"Op. ""Puma"" #127",11/03/2022,14-mar-2022,300,aprox 24,(3 días),"164,205.45 Bs",bueno,sin detenidos,200 km²,Ninguno,Ejercicio táctico con fuego real
1191,5,23,22,  Llama 2022  ,24-06-2022,"junio 30, 2022",TRESCIENTOS,aprox. 29 vehículos,6 días,"Bs 188.951,52",INCOMPLETA,cero,100,Sin incidentes,"Helicópteros utilizados para
monitoreo aéreo del fuego"
1192,2,41,10,Op. Protección #214,27-sep-2025,"octubre 9, 2025",(80 efectivos),+12,  12  ,BS 27942,Muy bueno,10 detenidos,800 Km2,UNO,
1193,2,34,13,  Centinela 2022  ,"octubre 21, 2022",2022/11/11,aprox. 200 efectivos,aprox. 10,  21  ,116652,positivo,5,800.0,8,S/N
1194,2,32,22,Op.Control/2022,04/11/2022,08/11/2022,TRESCIENTOS,10,(4 días),"Bs.- 18,796.27",objetivo cumplido,3 detenidos,500 km²,3,"Coordinación con fuerzas
del país vecino"
1195,6,28,7,  Comunidad 2023  ,30/MAR/2023,04-24-2023,+50,  3  ,+25,"Bs 23.057,89",SATISFACTORIO,NINGUNO,10.0,cero,
1196,5,22,18,"Op. ""Ceniza"" #110",13-jul-2025,02-08-2025,,,,,,,,,
1197,3,32,21,Operación Muralla 2021,2021/12/05,12-31-2021,aprox 200,~30,26 días,BS 36352,negativo,20,200,1,"Decomiso de
vehículos sin documentación"
1198,3,40,23,Op. Filtro #171,2023/04/01,02/04/2023,50.,dieciséis,1,"USD 19,263.39",en curso,Ninguno,1000,0,"Decomiso de
vehículos sin documentación"
1199,2,25,21,Op Defensa - 2022/217,2022-09-09,2022-09-21,~200,29 vehículos,aprox 12,"USD 19,377.66",No reportado,  15  ,1000 KM2,  1  ,Control de 'puntos ciegos' en la frontera
1200,5,23,22,"Op. ""Salvamento Forestal"" #111",16/09/2024,10-28-2024,100,27,aprox. 42 días,BS 74466,Muy bueno,ninguno,2000,N/A,Apoyo con cortafuegos — área afectada extensa
1201,6,1,13,Alianza—2021,02-22-2021,2021-02-28,aprox. 50 efectivos,~14,6 días,"Bs.- 26,536.18",en proceso,0,  50 km2  ,1 incidentes,"Jornada médica y dental
para comunidades rurales"
1202,7,48,1,Op.Cóndor/2023,22-11-2023,2023/12/18,300.,28,26,"103,362.67 Bs",parcial,Ninguno,100 km2,uno,"Maniobras de simulación
de combate en terreno montañoso"
1203,2,28,14,OPERACIÓN GUARDIÁN 2022,08/07/2022,15/07/2022,80 efectivos,~29,aprox. 7,71367 bolivianos,FALLIDA,3 pers.,50 km2,2,Relevo de personal en posiciones avanzadas
1204,1,44,8,águila 2024,2024-06-04,07/06/2024,200,22,  3  ,105134,no logrado,aprox. 1,aprox. 100,sin incidentes,Decomiso de sustancias controladas en zona operativa
1205,5,12,18,Cortafuego—2021,2021-07-31,29/08/2021,TRESCIENTOS,43,29.,"Bs 127.080,89",regular,cero,~200 km²,1 incidentes,Flora y fauna en riesgo — operación prioritaria
1206,8,25,4,Operación Integración Regional 2023,3-nov-2023,30/11/2023,+100,32 vehículos,+27,98364,Operación concluida,Sin detenidos,  50 km2  ,Sin incidentes,
1207,3,41,22,blindaje 2025,2025/10/20,12/NOV/2025,250 efectivos,27,  23  ,"141,114.66 Bs",completada,ninguno,~150 km²,Sin incidentes,Control en punto fronterizo — resultado: completada
1208,2,31,20,OPERACIÓN VIGÍA 2021,20210531,09/06/2021,,,,,,,,,
1209,4,23,14,  Protección Civil 2024  ,20240129,2024-02-26,aprox. 400,37,28 días,"$us 23,457.97",BUENO,0,  1000 km2  ,3,"Puentes temporales instalados
por ingeniería militar"
1210,3,34,11,Operación Candado 2025-173,"diciembre 27, 2025",31/12/2025,aprox 200,ONCE,4.,Bs 115.495,en proceso,0,800 Km2,,
1211,1,46,1,Operación Amanecer 2024-226,"julio 5, 2024",13-07-2024,TRESCIENTOS,15,(8 días),"Bs 27.493,59",regular,sin detenidos,aprox. 100,8,"Se establecieron puntos de control
en rutas secundarias"
1212,5,24,22,Operación 'Sofocación',08/08/2023,27/08/2023,100 efectivos,+24,19,279325,inconclusa,-,100,  1  ,COORDINACIÓN CON 'BOMBEROS FORESTALES' Y VOLUNTARIOS
1213,5,23,7,Sofocación—2024,3-ago-2024,2024/09/05,aprox. 500 efectivos,42.,33,"Bs. 420,393.47",exitoso,0 personas,500 KM2,UNO,Coordinación con 'bomberos forestales' y voluntarios
1214,6,26,7,Operación Unidad 2021,2021/04/24,15/05/2021,30,aprox. 3,21 días,BS 34837,-,,50 km²,,Distribución de víveres a comunidades alejadas
1215,1,47,16,Soberanía (julio 2025),19/ABR/2025,"abril 28, 2025",(100 efectivos),treinta,aprox 9,65514.84,logrado,3,800,SIN INCIDENTES,"Operación coordinada con
FELCN y Policía Nacional"
1216,3,30,12,cerco 2021,2021/12/12,31/DIC/2021,~100,(15 vehículos),+19,BS 44038,PARCIAL,aprox. 5,200 km2,dos,Coordinación con Aduana Nacional
1217,7,46,22,Op. Amazonia #129,14/06/2023,06-30-2023,~500,16,  16  ,"Bs.- 165,701.63",favorable,Sin detenidos,50.0,SIN INCIDENTES,Evaluación de capacidades operativas
1218,2,32,24,control 2023,06-01-2023,06-04-2023,200 efectivos,doce,(3 días),132887.12,Éxito,8 det.,200,3 incidentes,S/N
1219,1,45,8,Op. Frontera Segura #228,26/06/2021,21/07/2021,~120,7,25,"Bs 61.831,72",SATISFACTORIO,aprox. 2,200 KM2,  5  ,"Incautación de precursores
químicos en laboratorio"
1220,4,23,22,Operación Alivio 2023-156,2023/04/17,2023/05/15,+150,aprox 18,28,"$us 29,453.86",FAVORABLE,NINGUNO,100 KM2,5 incidentes,"Puentes temporales instalados
por ingeniería militar"
1221,6,37,4,  Hermandad 2021  ,5/SEP/2021,"septiembre 9, 2021",aprox. 80,5 vehículos,4 días,"Bs.29,952",Exitoso,,aprox. 20,cero,APOYO EN FESTIVIDAD 'PATRONAL' DEL MUNICIPIO
1222,7,47,17,Operación Cóndor 2021-130,16-dic-2021,2021/12/27,(100 efectivos),aprox. 15,aprox 11,"Bs. 29,483.44",favorable,sin detenidos,1000 Km2,0 incidentes,Ejercicio de 'guerra no convencional'
1223,1,49,1,Op Halcón - 2023/229,2023-04-09,14/04/2023,aprox. 150 efectivos,7 vehículos,CINCO,"Bs. 59,437.19",negativo,2,  100 km2  ,  2  ,"Se establecieron puntos de control
en rutas secundarias"
1224,4,10,14,Op Esperanza - 2024/157,"enero 10, 2024",18/ENE/2024,300,+38,8,"Bs 53.454,44",objetivo cumplido,N/A,500 km²,5,"  Evacuación de familias afectadas
por crecida de ríos  "
1225,3,34,11,Op Aduana - 2021/175,"noviembre 17, 2021",07/12/2021,aprox. 80 efectivos,  23  ,aprox. 20 días,"Bs 119.245,21",concluida,3 det.,250 KM2,2 inc.,
1226,5,24,7,Fénix (diciembre 2021),20210914,18-09-2021,,,,,,,,,
1227,7,6,19,Op.Tunari/2023,11-13-2023,2023/11/26,100 efectivos,25,  13  ,67543,Incompleta,0,~100 km²,-,
1228,2,25,23,Op. Control #221,10-13-2025,10-17-2025,300 efectivos,27,4,Bs 127.964,En proceso,Ninguno,200 Km2,1 incidentes,S/N
1229,7,45,1,Operación Sajama 2025,8/NOV/2025,06/12/2025,  50  ,doce,28,Bs 23.756,PARCIAL,N/A,aprox. 100,1 incidentes,Ejercicio de 'guerra no convencional'
1230,5,10,18,Op.Extinción/2025,17-jun-2025,2025-07-01,400,+11,aprox. 14 días,"Bs.- 305,208.66",Negativo,0,aprox. 500 km²,TRES,"Helicópteros utilizados para
monitoreo aéreo del fuego"
1231,1,47,1,Cóndor Dorado—2023,2023-08-02,08-06-2023,cien,20,4,Bs 140.265,incompleta,3,150,2 incidentes,Resultado: 'incompleta' según informe final
1232,1,45,2,Op Centinela - 2025/231,06-27-2025,07-17-2025,  250  ,aprox. 26,~20,"Bs 91.248,07",Regular,3,200 km2,aprox. 3,"Zona de difícil acceso, se requirió apoyo aéreo"
1233,2,28,23,  Defensa 2025  ,"abril 14, 2025",04-18-2025,aprox. 80,aprox. 18,~4,"Bs.- 118,331.04",sin resultados,2 det.,  800 km2  ,5,Relevo de personal en posiciones avanzadas
1234,2,31,4,  Defensa 2025  ,2025/12/30,31/DIC/2025,aprox. 250,7 vehículos,aprox 1,71176.62,Parcialmente exitoso,  8  ,150 km²,0 incidentes,S/N
1235,2,28,23,Op.Patrulla/2025,2025/11/15,7-dic-2025,100,(19 vehículos),22,"USD 7,650.73",exitoso,5,~50 km²,UNO,RELEVO DE PERSONAL EN POSICIONES AVANZADAS
1236,4,12,7,Op. Rescate #158,06-07-2022,06-26-2022,+150,~14,  19  ,"Bs 424.169,29",S/N,n/a,n/a,n/a,Ref. Op. 2022-7: Distribución de ayuda humanitaria
1237,1,46,1,Justicia—2023,05-27-2023,05/06/2023,aprox 200,(12 vehículos),(9 días),105077.73,Parcialmente exitoso,1 personas,  1000 km2  ,N/A,"Operación coordinada con
FELCN y Policía Nacional"
1238,7,6,6,Operación 'Jaguar',17-nov-2022,25/11/2022,aprox 500,aprox 39,OCHO,"USD 28,094.33",Muy bueno,n/a,500 km2,1 inc.,Ejercicio táctico con fuego real
1239,3,39,23,interceptor 2022,11-dic-2022,20221231,+50,10,  20  ,121394,Satisfactorio,2 detenidos,aprox. 200,N/A,Coordinación con Aduana Nacional
1240,4,11,7,Op Rescate - 2022/159,2022-05-28,2022/06/19,aprox 100,28,22,"Bs.- 323,205.01",sin dato,,2000 km2,aprox. 2,"Coordinación con Defensa Civil
y municipios afectados"
1241,1,46,16,Operación 'Escudo',2025-09-23,2025/10/17,300,(22 vehículos),24 días,94168.98,Parcialmente exitosa,2 detenidos,50,  5  ,
1242,1,50,16,Op. Dragón #234,9-dic-2021,12/12/2021,250,aprox. 25,(3 días),"$us 12,438.32",En proceso,dos,800 Km2,aprox. 1,"Incautación de precursores
químicos en laboratorio"
1243,3,30,12,Op. Interceptor #177,"marzo 9, 2025",23/MAR/2025,300,(20 vehículos),aprox. 14 días,"$us 12,916.66",sin resultados,  1  ,800,2,Incautación de mercadería de contrabando
1244,4,10,13,Op Auxilio - 2024/160,2024/02/27,20240322,aprox 300,aprox 22,24,"Bs.197,833",no reportado,sin detenidos,~2000 km²,sin incidentes,Rescate en zonas 'inundadas' por desborde
1245,1,48,16,Op. Cóndor Dorado #235,06-22-2021,06-23-2021,(300 efectivos),9,UNO,"72,550.35 Bs",BUENO,3,~800 km²,1,"INCAUTACIÓN DE PRECURSORES
QUÍMICOS EN LABORATORIO"
1246,2,41,13,Operación Patrulla 2022-225,2-jun-2022,30/JUN/2022,200 efectivos,veinte,28,Bs 114.083,inconclusa,uno,200,Ninguno,
1247,1,46,1,Op.Justicia/2024,05-06-2024,05-13-2024,aprox 120,15,aprox. 7 días,"112,457.29 Bs",bueno,5 detenidos,50.0,1 inc.,Resultado: 'bueno' según informe final
1248,4,12,13,"Op. ""Protección Civil"" #161",19/NOV/2021,2021-12-21,500,aprox 31,32,"Bs.- 326,160.51",incompleta,cero,100 km²,dos,Rescate en zonas 'inundadas' por desborde
1249,3,39,4,  Candado 2024  ,07-08-2024,27/07/2024,  200  ,aprox. 15 vehículos,19 días,104295,Éxito,8 det.,250 km²,1,Incautación de mercadería de contrabando
1250,6,32,4,Hermandad (mayo 2024),11-07-2024,"julio 14, 2024",aprox. 100,aprox. 15,TRES,42158 bolivianos,Operación concluida,0,20,n/a,"Jornada médica y dental
para comunidades rurales"
1251,8,31,11,Op. UNASUR #67,23/ENE/2022,2022/02/05,cincuenta,(22 vehículos),aprox. 13 días,"Bs.149,817",Éxito,ninguno,200.0,1 inc.,Operación conjunta 'Cooperación Sur-Sur'
1252,4,25,17,Op. Refugio #162,04-05-2025,04-19-2025,quinientos,39,CATORCE,BS 261982,POSITIVO,N/A,500 km2,aprox. 5,Ref. Op. 2025-17: 
1253,3,41,21,Operación Cerco 2025,21-02-2025,"marzo 3, 2025",80,(20 vehículos),aprox 10,"Bs.- 47,882.77",FAVORABLE,2 det.,  1000 km2  ,  1  ,  Operativo en 'ruta del contrabando'  
1254,7,19,11,Cóndor (septiembre 2022),23/MAR/2022,24/MAR/2022,+300,aprox 33,NULL,"70,192.54 Bs",FALLIDA,NULL,100 Km2,NULL,"Maniobras de simulación
de combate en terreno montañoso"
1255,1,49,2,Operación Águila 2022,05-11-2022,2022-06-10,~120,22,aprox 30,70577,Positivo,8,800,uno,Ref. Op. 2022-2: 
1256,3,39,22,Filtro—2021,30/11/2021,09/12/2021,250,quince,NUEVE,"Bs 92.347,30",-,N/A,500 km2,N/A,Incautación de mercadería de contrabando
1257,6,35,11,Op.Integración/2021,23/SEP/2021,17-10-2021,20,aprox 15,+24,"Bs 14.216,60",-,,100,N/A,Apoyo en festividad 'patronal' del municipio
1258,2,28,9,Operación 'Patrulla',24/03/2023,20230409,aprox. 80,28 vehículos,16,"USD 21,313.08",En proceso,aprox. 5,200.0,tres,Ref. Op. 2023-9: Control de 'puntos ciegos' en la frontera
1259,3,41,22,Operación Barrera 2021-181,"diciembre 28, 2021",2021-12-31,250,16,TRES,85720.60,-,aprox. 2,~100 km²,1 inc.,"Decomiso de
vehículos sin documentación"
1260,2,32,24,Op.Vigía/2025,2025/12/02,12-03-2025,  80  ,27,(1 día),"USD 13,160.02",en proceso,1 det.,800 KM2,5,
1261,7,22,7,Cóndor—2024,06-24-2024,2024/07/05,aprox. 100,+23,11,Bs 151.679,INCOMPLETA,ninguno,1000 Km2,0 incidentes,"Maniobras de simulación
de combate en terreno montañoso"
1262,4,11,22,Op Protección Civil - 2022/163,29/03/2022,2022-04-10,QUINIENTOS,10.,(12 días),"Bs. 182,692.06",parcialmente logrado,-,100,n/a,sin dato
1263,3,32,11,  Candado 2024  ,"diciembre 8, 2024",2024/12/27,~80,aprox 5,~19,124818 bolivianos,Completada,3,aprox. 250,8,    
1264,2,31,20,Op. Frontera #228,08/01/2023,01-12-2023,doscientos,22,CUATRO,"Bs.- 98,246.26",parcialmente logrado,5 pers.,1000 KM2,  1  ,
1265,3,32,21,candado 2023,12-09-2023,2023/12/18,aprox 250,aprox. 7,+9,BS 99582,negativo,Ninguno,aprox. 50,0,Operativo en 'ruta del contrabando'
1266,5,22,22,Brasa—2024,31/05/2024,29-06-2024,,,,,,,,,
1267,2,41,6,Guardián (marzo 2021),05/03/2021,"marzo 7, 2021",aprox 120,13.,aprox 2,132276,Bueno,  3  ,aprox. 300 km²,2 inc.,"Coordinación con fuerzas
del país vecino"
1268,3,32,21,Operación Rastreo 2025-111,27/11/2025,1/DIC/2025,CINCUENTA,  17  ,4,"Bs.- 48,945.59",logrado,1 det.,500,sin incidentes,
1269,2,34,23,Op.Frontera/2022,10/02/2022,06/03/2022,aprox 200,23 vehículos,aprox 24,"$us 12,715.44",FAVORABLE,5 detenidos,300,1,"Coordinación con fuerzas
del país vecino"
1270,1,44,2,Op. Centinela #238,23/JUN/2022,2022-07-06,aprox. 250,~15,13 días,"USD 13,254.40",logrado,aprox. 2,1000 KM2,dos,"Ref. Op. 2022-2: Incautación de precursores
químicos en laboratorio"
1271,4,10,7,Operación 'Auxilio',29/01/2024,09/03/2024,300.,~15,~40,"Bs. 362,254.50",POSITIVO,-,200 KM2,5,"Puentes temporales instalados
por ingeniería militar"
1272,7,27,25,Cóndor—2021,18-dic-2021,31/DIC/2021,aprox 500,16 vehículos,aprox. 13,BS 103729,exitoso,Ninguno,aprox. 1000,aprox. 1,"Maniobras de simulación
de combate en terreno montañoso"
1273,3,40,14,Operación Blindaje 2023-184,20230331,20230406,50 efectivos,30,6,"USD 10,700.80",incompleta,  20  ,300 KM2,5 incidentes,Control en punto fronterizo — resultado: incompleta
1274,1,49,2,Operación Frontera Segura 2022-239,2022/03/27,02-04-2022,120,aprox 6,6,Bs 143.257,parcialmente logrado,5 pers.,aprox. 1000,5,OPERACIÓN NOCTURNA — VISIBILIDAD REDUCIDA
1275,8,46,22,Integración Regional—2021,"septiembre 28, 2021",1/OCT/2021,50 efectivos,37,  3  ,"Bs 80.114,99",EXITOSA,n/a,200 Km2,1 incidentes,Operación conjunta 'Cooperación Sur-Sur'
1276,5,24,18,Op.Cortafuego/2021,29/10/2021,2021/12/01,QUINIENTOS,+35,aprox. 33,"$us 67,750.77",no reportado,Ninguno,2000 KM2,n/a,"Contención de incendio forestal
en zona protegida"
1277,8,32,4,Cruz del Sur (julio 2023),5/SEP/2023,2023/09/16,~50,6,ONCE,"Bs.124,353",FAVORABLE,0 personas,aprox. 500 km²,Ninguno,"Maniobras combinadas
tierras bajas y altiplano"
1278,2,32,11,OPERACIÓN GUARDIÁN 2023,05/10/2023,17/10/2023,150 efectivos,24,aprox. 12,"$us 21,178.74",En proceso,1 detenidos,200 km2,N/A,Patrullaje de rutina sin novedades
1279,7,11,14,Wiphala (marzo 2023),05-17-2023,20230603,300,aprox. 15,DIECISIETE,188974 bolivianos,incompleta,-,50,0 incidentes,Evaluación de capacidades operativas
1280,1,46,1,OPERACIÓN FRONTERA SEGURA 2025,06/07/2025,"agosto 4, 2025",50,10,29,"Bs. 50,295.69",No reportado,3,300,N/A,
1281,2,28,21,Op.Frontera/2024,2024-10-20,01/11/2024,aprox. 150 efectivos,ocho,aprox 12,"Bs.32,760",EN PROCESO,3,200 Km2,SIN INCIDENTES,S/N
1282,5,23,18,OPERACIÓN BOMBERO 2022,20220304,2022/04/17,100 efectivos,31.,44 días,"Bs. 151,757.12",resultado positivo,n/a,5000 KM2,0,Coordinación con 'bomberos forestales' y voluntarios
1283,2,32,21,OPERACIÓN DEFENSA 2023,2023/06/03,23/06/2023,80,~16,20,BS 99998,en curso,20 detenidos,1000 KM2,1 incidentes,"Coordinación con fuerzas
del país vecino"
1284,7,14,20,Wiphala (febrero 2025),10/NOV/2025,12-06-2025,,,,,,,,,
1285,1,44,16,Operación 'Dragón',21/JUN/2023,2023-06-23,200,aprox 12,2,BS 79855,N/A,5 det.,800 Km2,aprox. 2,"Zona de difícil acceso, se requirió apoyo aéreo"
1286,4,12,22,Vida (marzo 2022),"enero 8, 2022",02-09-2022,aprox 500,41,aprox 32,466002,exitosa,Sin detenidos,5000 km2,aprox. 1,Distribución de ayuda humanitaria
1287,2,41,10,Frontera (julio 2021),06/12/2021,20211223,aprox 80,24,aprox 17,"Bs 96.410,61",Aceptable,-,250 Km2,Sin incidentes,
1288,3,32,12,aduana 2021,11-06-2021,14-11-2021,+80,~14,aprox. 8,16890 bolivianos,Muy bueno,5,500 km2,0,
1289,8,46,22,Cruz del Sur (septiembre 2024),11-10-2024,2024/10/27,doscientos,13,(16 días),Bs 150.911,negativo,0,~500 km²,Ninguno,Ejercicio multinacional — fuerzas de 4 países
1290,2,28,14,Protección (noviembre 2025),20251130,20251215,80,aprox 21,15,"Bs.- 36,840.54",N/A,  3  ,  250 km2  ,SIN INCIDENTES,"Coordinación con fuerzas
del país vecino"
1291,1,49,16,Tormenta (noviembre 2021),30/DIC/2021,12-31-2021,150 efectivos,7 vehículos,1.,"Bs 149.292,73",sin dato,cinco,250 km²,ninguno,
1292,4,25,17,Op.Emergencia/2023,20230301,4/ABR/2023,~300,28,34,"Bs. 265,049.83",favorable,sin detenidos,2000.0,DOS,"COORDINACIÓN CON DEFENSA CIVIL
Y MUNICIPIOS AFECTADOS"
1293,4,25,14,solidaridad 2025,2025/02/10,6/MAR/2025,400,45,24,"Bs.343,581",resultado positivo,,5000 Km2,diez,"Puentes temporales instalados
por ingeniería militar"
1294,5,10,18,Operación 'Ceniza',06-11-2021,2021-06-27,quinientos,+38,aprox. 16,"USD 63,690.64",Operación concluida,-,200 KM2,1,
1295,5,24,18,OPERACIÓN SALVAMENTO FORESTAL 2024,23/06/2024,"julio 16, 2024",CIENTO CINCUENTA,aprox. 27,aprox. 23,359131.13,Exitoso,,200,(2),
1296,3,41,11,Operación Cerco 2021-186,3/DIC/2021,12/12/2021,80 efectivos,aprox 7,9,"Bs. 136,398.67",EXITOSA,0,800.0,Ninguno,Operativo en 'ruta del contrabando'
1297,8,45,11,Op.Integración Regional/2021,07-30-2021,09/08/2021,TRESCIENTOS,35,10,"Bs.- 171,472.72",Positivo,n/a,aprox. 500,ninguno,"Intercambio de
experiencias con ejército vecino"
